id,word_id,ice,eng,answ_1,answ_2
538ccb60,1,framkvæmd,implementation ,,
538ccb60,2,neysla,consumption,,
538ccb60,3,forystumaður,leader,,
538ccb60,4,skynjun,perception,,
538ccb60,5,viðhorf,attitude,,
538ccb60,6,ávinningur,benefit,,
538ccb60,7,auðmýkt,humility,,
538ccb60,8,yfirvöld,authorities,,
538ccb60,9,geðshræring,emotion,,
538ccb60,10,ábyrgð,responsibility,,
538ccb60,11,siðferði,ethics,,
538ccb60,12,hugleiðing,meditation,,
538ccb60,13,forsendur,assumptions,,
538ccb60,14,viðnám,resistance,,
538ccb60,15,yfirborð,surface,,
538ccb60,16,vitund,awareness,,
538ccb60,17,takmörk,limits,,
538ccb60,18,hugrekki,courage,,
538ccb60,19,tilfinning,feeling,,
538ccb60,20,örvænting,despair,,
538ccb60,21,framfarir,progress,,
538ccb60,22,endurreisn,reconstruction,,
538ccb60,23,áhrif,influence,,
538ccb60,24,einföldun,simplification,,
538ccb60,25,umbreyting,transformation,,
538ccb60,26,rökfræði,logic,,
538ccb60,27,þátttaka,participation,,
538ccb60,28,áskorun,challenge,,
538ccb60,29,lausn,solution,,
538ccb60,30,sambúð,coexistence,,
538ccb60,31,miðlun,mediation,,
538ccb60,32,hlutverk,function,,
538ccb60,33,viðbrögð,reactions,,
538ccb60,34,siðspilling,corruption,,
538ccb60,35,arfleifð,heritage,,
538ccb60,36,markmið,objective,,
538ccb60,37,áhrifaríkur,influential,,
538ccb60,38,hvatning,motivation,,
538ccb60,39,samkennd,empathy,,
538ccb60,40,úlfaldi,camel,,
538ccb60,41,tungl,moon,,
538ccb60,42,logi,flame,,
538ccb60,43,bros,smile,,
538ccb60,44,hákarl,shark,,
538ccb60,45,vindlingur,cigar,,
538ccb60,46,sími,phone,,
538ccb60,47,sauðfé,sheep,,
538ccb60,48,skammbyssa,pistol,,
538ccb60,49,ljósmynd,photo,,
538ccb60,50,veski,purse,,
