id,word_id,ice,eng,answ_1,answ_2
fdc85f89,1,framkvæmd,implementation ,,
fdc85f89,2,neysla,consumption,,
fdc85f89,3,forystumaður,leader,,
fdc85f89,4,skynjun,perception,,
fdc85f89,5,viðhorf,attitude,,
fdc85f89,6,ávinningur,benefit,,
fdc85f89,7,auðmýkt,humility,,
fdc85f89,8,yfirvöld,authorities,,
fdc85f89,9,geðshræring,emotion,,
fdc85f89,10,ábyrgð,responsibility,,
fdc85f89,11,siðferði,ethics,,
fdc85f89,12,hugleiðing,meditation,,
fdc85f89,13,forsendur,assumptions,,
fdc85f89,14,viðnám,resistance,,
fdc85f89,15,yfirborð,surface,,
fdc85f89,16,vitund,awareness,,
fdc85f89,17,takmörk,limits,,
fdc85f89,18,hugrekki,courage,,
fdc85f89,19,tilfinning,feeling,,
fdc85f89,20,örvænting,despair,,
fdc85f89,21,framfarir,progress,,
fdc85f89,22,endurreisn,reconstruction,,
fdc85f89,23,áhrif,influence,,
fdc85f89,24,einföldun,simplification,,
fdc85f89,25,umbreyting,transformation,,
fdc85f89,26,rökfræði,logic,,
fdc85f89,27,þátttaka,participation,,
fdc85f89,28,áskorun,challenge,,
fdc85f89,29,lausn,solution,,
fdc85f89,30,sambúð,coexistence,,
fdc85f89,31,miðlun,mediation,,
fdc85f89,32,hlutverk,function,,
fdc85f89,33,viðbrögð,reactions,,
fdc85f89,34,siðspilling,corruption,,
fdc85f89,35,arfleifð,heritage,,
fdc85f89,36,markmið,objective,,
fdc85f89,37,áhrifaríkur,influential,,
fdc85f89,38,hvatning,motivation,,
fdc85f89,39,samkennd,empathy,,
fdc85f89,40,úlfaldi,camel,,
fdc85f89,41,tungl,moon,,
fdc85f89,42,logi,flame,,
fdc85f89,43,bros,smile,,
fdc85f89,44,hákarl,shark,,
fdc85f89,45,vindlingur,cigar,,
fdc85f89,46,sími,phone,,
fdc85f89,47,sauðfé,sheep,,
fdc85f89,48,skammbyssa,pistol,,
fdc85f89,49,ljósmynd,photo,,
fdc85f89,50,veski,purse,,
